"PE-Cer(d14:1(4E)/25:0)","C41H83N2O6P"
"TG(O-18:0/20:5/17:0)","C58H104O5"
"TG(O-18:0/21:0/18:4)","C60H110O5"
"TG(O-18:0/21:0/22:1)","C64H124O5"
"TG(O-18:0/22:1/20:3)","C63H116O5"
"TG(O-18:0/22:2/21:0)","C64H122O5"
"TG(O-18:0/22:3/24:4)","C67H118O5"
"TG(O-18:0/22:4/22:1)","C65H118O5"
"TG(O-18:0/22:5/22:4)","C65H110O5"
"TG(O-18:0/24:1/18:3)","C63H116O5"
"TG(O-18:0/24:1/21:0)","C66H128O5"
"TG(O-18:0/24:4/13:0)","C58H106O5"
"TG(O-18:0/24:5/24:5)","C69H116O5"
"TG(O-18:0/24:6/20:2)","C65H112O5"
"TG(O-18:0/26:1/12:0)","C59H114O5"
"TG(O-18:0/26:1/18:0)","C65H126O5"
"TG(O-18:0/28:0/16:0)","C65H128O5"
"TG(O-18:0/28:0/17:0)","C66H130O5"
"TG(O-18:0/28:0/22:4)","C71H132O5"
"TG(O-18:0/28:0/24:5)","C73H134O5"
"TG(O-18:1/12:0/30:0)","C63H122O5"
"TG(O-18:1/14:0/13:0)","C48H92O5"
"TG(O-18:1/16:0/15:0)","C52H100O5"
"TG(O-18:1/17:0/16:0)","C54H104O5"
"TG(O-18:1/17:0/20:2)","C58H108O5"
"TG(O-18:1/18:0/20:4)","C59H106O5"
"TG(O-18:1/18:0/22:2)","C61H114O5"
"TG(O-18:1/18:1/18:1)","C57H106O5"
"TG(O-18:1/18:1/18:2)","C57H104O5"
"TG(O-18:1/18:4/22:3)","C61H104O5"
"TG(O-18:1/19:0/18:2)","C58H108O5"
"TG(O-18:1/19:0/30:0)","C70H136O5"
"TG(O-18:1/20:0/17:0)","C58H112O5"
"TG(O-18:1/20:2/22:2)","C63H114O5"
"TG(O-18:1/20:3/22:0)","C63H116O5"
"TG(O-18:1/20:3/28:0)","C69H128O5"
"TG(O-18:1/20:4/14:0)","C55H98O5"
"TG(O-18:1/20:4/22:2)","C63H110O5"
"TG(O-18:1/20:5/18:4)","C59H96O5"
"TG(O-18:1/21:0/20:5)","C62H110O5"
"TG(O-18:1/22:2/16:1)","C59H108O5"
"TG(O-18:1/22:2/22:6)","C65H110O5"
"TG(O-18:1/22:3/17:0)","C60H110O5"
"TG(O-18:1/24:4/26:0)","C71H130O5"
"TG(O-18:1/24:5/21:0)","C66H118O5"
"TG(O-18:1/24:6/26:1)","C71H124O5"
"TG(O-18:1/26:1/16:2)","C63H116O5"
"TG(O-18:1/26:1/18:1)","C65H122O5"
"TG(O-18:1/26:1/18:2)","C65H120O5"
"TG(O-18:1/30:0/20:0)","C71H138O5"
"TG(O-18:1/30:0/22:2)","C73H138O5"
"TG(O-18:2/12:0/13:0)","C46H86O5"
"TG(O-18:2/12:0/20:1)","C53H98O5"
"TG(O-18:2/13:0/21:0)","C55H104O5"
"TG(O-18:2/14:0/22:6)","C57H96O5"
"TG(O-18:2/16:0/24:6)","C61H104O5"
"TG(O-18:2/16:2/24:6)","C61H100O5"
"TG(O-18:2/17:0/24:5)","C62H108O5"
"TG(O-18:2/17:0/26:0)","C64H122O5"
"TG(O-18:2/18:1/17:0)","C56H104O5"
"TG(O-18:2/18:1/24:6)","C63H106O5"
"TG(O-18:2/18:4/16:0)","C55H96O5"
"TG(O-18:2/18:4/22:2)","C61H104O5"
"TG(O-18:2/18:4/24:6)","C63H100O5"
"TG(O-18:2/20:3/18:4)","C59H98O5"
"TG(O-18:2/22:0/30:0)","C73H140O5"
"TG(O-18:2/22:2/20:3)","C63H110O5"
"TG(O-18:2/22:3/20:3)","C63H108O5"
"TG(O-18:2/24:4/24:5)","C69H114O5"
"TG(O-18:2/26:1/22:4)","C69H122O5"
"TG(O-20:0/12:0/30:0)","C65H128O5"
"TG(O-20:0/13:0/22:5)","C58H104O5"
"TG(O-20:0/14:1/24:5)","C61H108O5"
"TG(O-20:0/14:1/26:1)","C63H120O5"
"TG(O-20:0/15:0/18:4)","C56H102O5"
"TG(O-20:0/16:1/21:0)","C60H116O5"
"TG(O-20:0/16:2/15:0)","C54H102O5"
"TG(O-20:0/16:2/24:6)","C63H108O5"
"TG(O-20:0/17:0/18:0)","C58H114O5"
"TG(O-20:0/18:3/20:1)","C61H112O5"
"TG(O-20:0/18:4/17:0)","C58H106O5"
"TG(O-20:0/18:4/22:2)","C63H112O5"
"TG(O-20:0/19:0/13:0)","C55H108O5"
"TG(O-20:0/19:0/14:1)","C56H108O5"
"TG(O-20:0/20:0/20:4)","C63H116O5"
"TG(O-20:0/20:2/16:1)","C59H110O5"
"TG(O-20:0/20:2/28:0)","C71H136O5"
"TG(O-20:0/20:3/22:1)","C65H120O5"
"TG(O-20:0/20:4/18:3)","C61H106O5"
"TG(O-20:0/20:4/19:0)","C62H114O5"
"TG(O-20:0/20:5/14:1)","C57H100O5"
"TG(O-20:0/21:0/18:2)","C62H118O5"
"TG(O-20:0/22:2/14:0)","C59H112O5"
"TG(O-20:0/22:2/18:1)","C63H118O5"
"TG(O-20:0/24:0/18:1)","C65H126O5"
"TG(O-20:0/24:0/22:6)","C69H124O5"
"TG(O-20:0/24:1/14:0)","C61H118O5"
"TG(O-20:0/24:5/22:4)","C69H118O5"
"TG(O-20:0/24:6/18:1)","C65H114O5"
"TG(O-20:0/24:6/26:0)","C73H132O5"
"TG(O-20:0/26:0/14:0)","C63H124O5"
"TG(O-20:0/26:0/22:1)","C71H138O5"
"TG(O-20:0/26:1/18:4)","C67H122O5"
"TG(O-20:0/26:1/24:4)","C73H134O5"
"TG(O-20:0/28:0/24:4)","C75H140O5"
"TG(O-20:0/30:0/18:4)","C71H132O5"
"TG(O-20:1/12:0/22:5)","C57H100O5"
"TG(O-20:1/13:0/22:1)","C58H110O5"
"TG(O-20:1/15:0/12:0)","C50H96O5"
"TG(O-20:1/15:0/20:5)","C58H102O5"
"TG(O-20:1/16:1/16:2)","C55H100O5"
"TG(O-20:1/18:3/20:2)","C61H108O5"
"TG(O-20:1/18:3/22:1)","C63H114O5"
"TG(O-20:1/18:4/17:0)","C58H104O5"
"TG(O-20:1/18:4/26:1)","C67H120O5"
"TG(O-20:1/19:0/26:1)","C68H130O5"
"TG(O-20:1/20:0/14:0)","C57H110O5"
"TG(O-20:1/20:1/22:6)","C65H112O5"
"TG(O-20:1/20:3/24:1)","C67H122O5"
"TG(O-20:1/20:4/20:3)","C63H108O5"
"TG(O-20:1/20:4/20:5)","C63H104O5"
"TG(O-20:1/20:4/24:1)","C67H120O5"
"TG(O-20:1/20:5/18:0)","C61H108O5"
"TG(O-20:1/20:5/19:0)","C62H110O5"
"TG(O-20:1/21:0/18:0)","C62H120O5"
"TG(O-20:1/21:0/20:3)","C64H118O5"
"TG(O-20:1/21:0/22:1)","C66H126O5"
"TG(O-20:1/22:1/12:0)","C57H108O5"
"TG(O-20:1/22:3/22:2)","C67H120O5"
"TG(O-20:1/22:5/18:2)","C63H108O5"
"TG(O-20:1/22:6/20:3)","C65H108O5"
"TG(O-20:1/24:5/17:0)","C64H114O5"
"TG(O-20:1/26:0/22:0)","C71H138O5"
"TG(O-20:1/26:0/22:4)","C71H130O5"
"TG(O-20:1/28:0/20:5)","C71H128O5"
"TG(O-20:1/30:0/20:0)","C73H142O5"
"TG(O-22:0/14:0/30:0)","C69H136O5"
"TG(O-22:0/14:1/22:4)","C61H110O5"
"TG(O-22:0/18:1/14:1)","C57H108O5"
"TG(O-22:0/18:1/17:0)","C60H116O5"
"TG(O-22:0/18:3/20:5)","C63H108O5"
"TG(O-22:0/18:3/22:6)","C65H110O5"
"TG(O-22:0/20:0/18:1)","C63H122O5"
"TG(O-22:0/20:0/22:0)","C67H132O5"
"TG(O-22:0/20:0/22:3)","C67H126O5"
"TG(O-22:0/21:0/22:4)","C68H126O5"
"TG(O-22:0/22:0/13:0)","C60H118O5"
"TG(O-22:0/22:1/22:1)","C69H132O5"
"TG(O-22:0/22:2/16:2)","C63H116O5"
"TG(O-22:0/22:3/24:4)","C71H126O5"
"TG(O-22:0/22:4/20:0)","C67H124O5"
"TG(O-22:0/22:5/20:4)","C67H114O5"
"TG(O-22:0/22:5/24:6)","C71H118O5"
"TG(O-22:0/24:0/26:0)","C75H148O5"
"TG(O-22:0/24:1/12:0)","C61H118O5"
"TG(O-22:0/24:1/22:2)","C71H134O5"
"TG(O-22:0/24:4/20:2)","C69H124O5"
"TG(O-22:0/24:4/22:4)","C71H124O5"
"TG(O-22:0/24:5/18:2)","C67H118O5"
"TG(O-22:0/24:5/22:5)","C71H120O5"
"TG(O-22:0/26:0/16:1)","C67H130O5"
"TG(O-22:0/28:0/22:2)","C75H144O5"
"TG(O-22:0/30:0/24:0)","C79H156O5"
"TG(O-22:1/12:0/24:6)","C61H106O5"
"TG(O-22:1/14:0/26:1)","C65H124O5"
"TG(O-22:1/16:1/18:1)","C59H110O5"
"TG(O-22:1/16:2/15:0)","C56H104O5"
"TG(O-22:1/18:0/26:1)","C69H132O5"
"TG(O-22:1/18:1/26:0)","C69H132O5"
"TG(O-22:1/18:3/14:1)","C57H102O5"
"TG(O-22:1/20:0/20:1)","C65H124O5"
"TG(O-22:1/20:3/22:6)","C67H112O5"
"TG(O-22:1/20:5/28:0)","C73H132O5"
"TG(O-22:1/21:0/19:0)","C65H126O5"
"TG(O-22:1/22:1/18:0)","C65H124O5"
"TG(O-22:1/22:1/22:1)","C69H130O5"
"TG(O-22:1/22:3/16:0)","C63H116O5"
"TG(O-22:1/22:3/18:3)","C65H114O5"
"TG(O-22:1/22:3/24:6)","C71H120O5"
"TG(O-22:1/22:5/28:0)","C75H136O5"
"TG(O-22:1/22:6/24:6)","C71H114O5"
"TG(O-22:1/24:4/24:1)","C73H132O5"
"TG(O-22:1/24:6/24:6)","C73H118O5"
"TG(O-22:1/26:0/24:4)","C75H138O5"
"TG(O-22:1/26:1/22:6)","C73H128O5"
"TG(O-22:1/28:0/22:5)","C75H136O5"
"TG(O-22:1/30:0/18:2)","C73H138O5"
"TG(O-22:1/30:0/24:1)","C79H152O5"
"TG(O-24:0/13:0/16:0)","C56H110O5"
"TG(O-24:0/13:0/18:1)","C58H112O5"
"TG(O-24:0/14:0/13:0)","C54H106O5"
"TG(O-24:0/14:1/22:6)","C63H110O5"
"TG(O-24:0/16:1/16:1)","C59H112O5"
"TG(O-24:0/16:1/22:6)","C65H114O5"
"TG(O-24:0/16:2/20:3)","C63H114O5"
"TG(O-24:0/18:1/20:5)","C65H116O5"
"TG(O-24:0/18:2/16:1)","C61H114O5"
"TG(O-24:0/18:3/14:1)","C59H108O5"
"TG(O-24:0/18:3/20:3)","C65H116O5"
"TG(O-24:0/19:0/18:2)","C64H122O5"
"TG(O-24:0/19:0/22:5)","C68H124O5"
"TG(O-24:0/21:0/15:0)","C63H124O5"
"TG(O-24:0/21:0/20:2)","C68H130O5"
"TG(O-24:0/21:0/26:1)","C74H144O5"
"TG(O-24:0/22:0/16:0)","C65H128O5"
"TG(O-24:0/22:3/21:0)","C70H132O5"
"TG(O-24:0/22:5/18:4)","C67H114O5"
"TG(O-24:0/22:5/24:4)","C73H126O5"
"TG(O-24:0/22:6/18:3)","C67H114O5"
"TG(O-24:0/24:0/16:2)","C67H128O5"
"TG(O-24:0/24:4/26:1)","C77H142O5"
"TG(O-24:0/26:0/17:0)","C70H138O5"
"TG(O-26:0/13:0/20:5)","C62H112O5"
"TG(O-26:0/13:0/22:0)","C64H126O5"
"TG(O-26:0/14:0/20:4)","C63H116O5"
"TG(O-26:0/16:0/26:1)","C71H138O5"
"TG(O-26:0/16:2/30:0)","C75H144O5"
"TG(O-26:0/18:0/22:2)","C69H132O5"
"TG(O-26:0/18:1/26:0)","C73H142O5"
"TG(O-26:0/18:4/24:5)","C71H122O5"
"TG(O-26:0/20:0/24:6)","C73H132O5"
"TG(O-26:0/20:3/16:1)","C65H120O5"
"TG(O-26:0/20:4/22:5)","C71H122O5"
"TG(O-26:0/20:4/26:0)","C75H140O5"
"TG(O-26:0/21:0/22:0)","C72H142O5"
"TG(O-26:0/22:1/18:0)","C69H134O5"
"TG(O-26:0/22:5/22:4)","C73H126O5"
"TG(O-26:0/24:6/18:4)","C71H120O5"
"TG(O-26:0/24:6/24:1)","C77H138O5"
"TG(O-26:0/24:6/24:5)","C77H130O5"
"TG(O-26:0/26:1/19:0)","C74H144O5"
"TG(O-28:0/12:0/14:0)","C57H112O5"
"TG(O-28:0/12:0/20:4)","C63H116O5"
"TG(O-28:0/13:0/20:2)","C64H122O5"
"TG(O-28:0/13:0/24:4)","C68H126O5"
"TG(O-28:0/14:1/20:5)","C65H116O5"
"TG(O-28:0/15:0/19:0)","C65H128O5"
"TG(O-28:0/18:2/15:0)","C64H122O5"
"TG(O-28:0/18:2/26:1)","C75H142O5"
"TG(O-28:0/18:3/22:0)","C71H134O5"
"TG(O-28:0/20:2/18:4)","C69H124O5"
"TG(O-28:0/20:2/20:0)","C71H136O5"
"TG(O-28:0/21:0/12:0)","C64H126O5"
"TG(O-28:0/22:0/19:0)","C72H142O5"
"TG(O-28:0/22:0/20:4)","C73H136O5"
"TG(O-28:0/22:5/26:1)","C79H144O5"
"TG(O-28:0/24:0/13:0)","C68H134O5"
"TG(O-28:0/24:1/18:1)","C73H140O5"
"TG(O-28:0/24:1/20:4)","C75H138O5"
"TG(O-28:0/24:1/24:1)","C79H152O5"
"TG(O-28:0/24:5/26:0)","C81H150O5"
"TG(O-28:0/24:6/21:0)","C76H138O5"
"TG(O-28:0/24:6/22:3)","C77H134O5"
"TG(O-28:0/26:1/20:5)","C77H140O5"
"TG(O-28:0/28:0/14:1)","C73H142O5"
"TG(O-30:0/12:0/19:0)","C64H126O5"
"TG(O-30:0/12:0/22:2)","C67H128O5"
"TG(O-30:0/13:0/16:2)","C62H118O5"
"TG(O-30:0/14:0/20:4)","C67H124O5"
"TG(O-30:0/14:1/16:0)","C63H122O5"
"TG(O-30:0/16:0/20:3)","C69H130O5"
"TG(O-30:0/16:1/16:1)","C65H124O5"
"TG(O-30:0/16:2/24:4)","C73H132O5"
"TG(O-30:0/17:0/16:2)","C66H126O5"
"TG(O-30:0/18:0/20:2)","C71H136O5"
"TG(O-30:0/18:0/22:4)","C73H136O5"
"TG(O-30:0/18:1/22:5)","C73H132O5"
"TG(O-30:0/18:1/24:6)","C75H134O5"
"TG(O-30:0/18:2/16:1)","C67H126O5"
"TG(O-30:0/18:4/18:0)","C69H128O5"
"TG(O-30:0/18:4/18:2)","C69H124O5"
"TG(O-30:0/20:2/22:1)","C75H142O5"
"TG(O-30:0/20:2/22:6)","C75H132O5"
"TG(O-30:0/20:4/19:0)","C72H134O5"
"TG(O-30:0/22:0/30:0)","C85H168O5"
"TG(O-30:0/22:3/18:1)","C73H136O5"
"TG(O-30:0/22:3/28:0)","C83H158O5"
"TG(O-30:0/22:6/17:0)","C72H130O5"
"TG(O-30:0/22:6/22:3)","C77H134O5"
"TG(O-30:0/24:0/14:1)","C71H138O5"
"TG(O-30:0/24:0/22:5)","C79H146O5"
"TG(O-30:0/24:1/22:4)","C79H146O5"
"TG(O-30:0/24:5/24:6)","C81H138O5"
"TG(O-30:0/24:6/20:4)","C77H132O5"
"TG(O-30:0/26:0/18:0)","C77H152O5"
"TG(O-30:0/28:0/22:6)","C83H152O5"
"MG(O-15:0/0:0/0:0)","C18H38O3"
"DG(O-13:0/0:0/24:1)","C40H78O4"
"DG(O-15:0/0:0/26:0)","C44H88O4"
"DG(O-15:0/22:1/0:0)","C40H78O4"
"DG(O-16:0/0:0/12:0)","C31H62O4"
"DG(O-16:0/16:0/0:0)","C35H70O4"
"DG(O-16:0/22:0/0:0)","C41H82O4"
"DG(O-16:0/24:0/0:0)","C43H86O4"
"DG(O-16:0/26:1/0:0)","C45H88O4"
"DG(O-18:0/15:0/0:0)","C36H72O4"
"DG(O-18:0/16:1/0:0)","C37H72O4"
"DG(O-18:0/24:4/0:0)","C45H82O4"
"DG(O-18:1/0:0/22:1)","C43H82O4"
"DG(O-18:2/0:0/17:0)","C38H72O4"
"DG(O-18:2/0:0/30:0)","C51H98O4"
"DG(O-20:0/0:0/20:5)","C43H76O4"
"DG(O-20:0/20:3/0:0)","C43H80O4"
"DG(O-20:0/22:1/0:0)","C45H88O4"
"DG(O-20:1/0:0/24:1)","C47H90O4"
"DG(O-22:1/14:1/0:0)","C39H74O4"
"DG(O-22:1/22:4/0:0)","C47H84O4"
"DG(O-24:0/22:5/0:0)","C49H88O4"
"DG(O-24:0/30:0/0:0)","C57H114O4"
"DG(O-26:0/0:0/15:0)","C44H88O4"
"DG(O-26:0/0:0/16:1)","C45H88O4"
"DG(O-28:0/0:0/14:1)","C45H88O4"
"DG(O-28:0/22:4/0:0)","C53H98O4"
"DG(O-30:0/0:0/18:2)","C51H98O4"
"DG(O-30:0/0:0/24:0)","C57H114O4"
"DG(O-30:0/24:4/0:0)","C57H106O4"
"TG(12:0/12:0/26:1)","C53H100O6"
"TG(12:0/13:0/16:0)","C44H84O6"
"TG(12:0/13:0/20:3)","C48H86O6"
"TG(12:0/14:1/18:0)","C47H88O6"
"TG(12:0/15:0/14:1)","C44H82O6"
"TG(12:0/16:0/17:0)","C48H92O6"
"TG(12:0/16:0/19:0)","C50H96O6"
"TG(12:0/16:1/20:5)","C51H86O6"
"TG(12:0/18:0/22:4)","C55H98O6"
"TG(12:0/18:1/20:0)","C53H100O6"
"TG(12:0/18:4/15:0)","C48H84O6"
"TG(12:0/18:4/16:2)","C49H82O6"
"TG(12:0/18:4/20:4)","C53H86O6"
"TG(12:0/18:4/24:0)","C57H102O6"
"TG(12:0/20:0/22:6)","C57H98O6"
"TG(12:0/20:2/21:0)","C56H104O6"
"TG(12:0/20:2/22:2)","C57H102O6"
"TG(12:0/22:0/20:1)","C57H108O6"
"TG(12:0/22:0/28:0)","C65H126O6"
"TG(12:0/22:2/30:0)","C67H126O6"
"TG(12:0/22:5/22:6)","C59H92O6"
"TG(12:0/24:0/14:1)","C53H100O6"
"TG(12:0/24:0/17:0)","C56H108O6"
"TG(12:0/24:4/24:1)","C63H112O6"
"TG(12:0/24:5/17:0)","C56H98O6"
"TG(12:0/24:6/24:1)","C63H108O6"
"TG(12:0/26:0/22:4)","C63H114O6"
"TG(12:0/28:0/15:0)","C58H112O6"
"TG(12:0/28:0/20:2)","C63H118O6"
"TG(12:0/28:0/22:1)","C65H124O6"
"TG(13:0/13:0/20:5)","C49H84O6"
"TG(13:0/13:0/24:4)","C53H94O6"
"TG(13:0/14:0/15:0)","C45H86O6"
"TG(13:0/14:0/17:0)","C47H90O6"
"TG(13:0/14:0/20:1)","C50H94O6"
"TG(13:0/14:1/15:0)","C45H84O6"
"TG(13:0/16:0/22:0)","C54H104O6"
"TG(13:0/17:0/22:0)","C55H106O6"
"TG(13:0/17:0/24:4)","C57H102O6"
"TG(13:0/17:0/28:0)","C61H118O6"
"TG(13:0/18:0/20:3)","C54H98O6"
"TG(13:0/18:1/22:3)","C56H100O6"
"TG(13:0/18:2/28:0)","C62H116O6"
"TG(13:0/18:4/22:2)","C56H96O6"
"TG(13:0/20:1/30:0)","C66H126O6"
"TG(13:0/20:3/16:2)","C52H90O6"
"TG(13:0/20:5/14:1)","C50H84O6"
"TG(13:0/20:5/16:1)","C52H88O6"
"TG(13:0/22:1/14:1)","C52H96O6"
"TG(13:0/22:1/18:3)","C56H100O6"
"TG(13:0/22:1/24:6)","C62H106O6"
"TG(13:0/22:2/16:2)","C54H96O6"
"TG(13:0/22:5/14:1)","C52H88O6"
"TG(13:0/22:6/20:0)","C58H100O6"
"TG(13:0/22:6/22:6)","C60H92O6"
"TG(13:0/26:0/18:3)","C60H110O6"
"TG(13:0/26:1/20:4)","C62H110O6"
"TG(13:0/26:1/24:4)","C66H118O6"
"TG(13:0/28:0/17:0)","C61H118O6"
"TG(13:0/28:0/30:0)","C74H144O6"
"TG(14:0/12:0/18:1)","C47H88O6"
"TG(14:0/12:0/18:4)","C47H82O6"
"TG(14:0/12:0/19:0)","C48H92O6"
"TG(14:0/12:0/20:2)","C49H90O6"
"TG(14:0/14:0/22:1)","C53H100O6"
"TG(14:0/15:0/20:2)","C52H96O6"
"TG(14:0/16:2/22:5)","C55H92O6"
"TG(14:0/16:2/30:0)","C63H118O6"
"TG(14:0/20:0/22:4)","C59H106O6"
"TG(14:0/20:1/22:0)","C59H112O6"
"TG(14:0/20:2/22:3)","C59H104O6"
"TG(14:0/20:5/14:0)","C51H88O6"
"TG(14:0/20:5/20:4)","C57H92O6"
"TG(14:0/22:2/20:4)","C59H102O6"
"TG(14:0/22:2/22:0)","C61H114O6"
"TG(14:0/22:2/24:6)","C63H106O6"
"TG(14:0/22:4/15:0)","C54H96O6"
"TG(14:0/22:5/22:3)","C61H102O6"
"TG(14:0/24:6/20:4)","C61H98O6"
"TG(14:0/26:0/22:6)","C65H114O6"
"TG(14:0/26:1/18:2)","C61H112O6"
"TG(14:0/30:0/24:5)","C71H128O6"
"TG(14:1/13:0/18:1)","C48H88O6"
"TG(14:1/14:1/14:1)","C45H80O6"
"TG(14:1/14:1/22:3)","C53H92O6"
"TG(14:1/14:1/24:0)","C55H102O6"
"TG(14:1/15:0/18:0)","C50H94O6"
"TG(14:1/16:1/22:4)","C55H94O6"
"TG(14:1/17:0/18:4)","C52H90O6"
"TG(14:1/18:0/22:6)","C57H96O6"
"TG(14:1/18:1/20:1)","C55H100O6"
"TG(14:1/18:2/14:1)","C49H86O6"
"TG(14:1/18:3/24:5)","C59H96O6"
"TG(14:1/20:0/22:5)","C59H102O6"
"TG(14:1/20:2/21:0)","C58H106O6"
"TG(14:1/20:5/20:5)","C57H88O6"
"TG(14:1/20:5/24:1)","C61H104O6"
"TG(14:1/22:1/22:2)","C61H110O6"
"TG(14:1/22:1/24:6)","C63H106O6"
"TG(14:1/22:3/22:5)","C61H100O6"
"TG(14:1/22:4/22:3)","C61H102O6"
"TG(14:1/22:4/30:0)","C69H124O6"
"TG(14:1/22:5/17:0)","C56H96O6"
"TG(14:1/22:5/20:3)","C59H96O6"
"TG(14:1/22:5/26:1)","C65H112O6"
"TG(14:1/24:1/20:3)","C61H108O6"
"TG(14:1/24:1/22:3)","C63H112O6"
"TG(14:1/24:4/20:0)","C61H108O6"
"TG(14:1/24:4/20:3)","C61H102O6"
"TG(14:1/24:5/26:1)","C67H116O6"
"TG(15:0/13:0/26:0)","C57H110O6"
"TG(15:0/15:0/20:2)","C53H98O6"
"TG(15:0/17:0/22:5)","C57H100O6"
"TG(15:0/18:1/15:0)","C51H96O6"
"TG(15:0/18:1/21:0)","C57H108O6"
"TG(15:0/19:0/22:6)","C59H102O6"
"TG(15:0/20:0/28:0)","C66H128O6"
"TG(15:0/20:1/20:4)","C58H102O6"
"TG(15:0/20:2/18:0)","C56H104O6"
"TG(15:0/20:3/22:3)","C60H104O6"
"TG(15:0/20:5/22:4)","C60H98O6"
"TG(15:0/21:0/19:0)","C58H112O6"
"TG(15:0/22:1/18:3)","C58H104O6"
"TG(15:0/22:1/21:0)","C61H116O6"
"TG(15:0/22:3/19:0)","C59H108O6"
"TG(15:0/22:3/24:5)","C64H108O6"
"TG(15:0/22:3/24:6)","C64H106O6"
"TG(15:0/22:4/20:3)","C60H102O6"
"TG(15:0/22:4/26:0)","C66H120O6"
"TG(15:0/22:4/26:1)","C66H118O6"
"TG(15:0/22:6/20:5)","C60H94O6"
"TG(15:0/24:0/20:2)","C62H116O6"
"TG(15:0/24:1/18:2)","C60H110O6"
"TG(15:0/24:4/22:3)","C64H110O6"
"TG(15:0/24:4/26:0)","C68H124O6"
"TG(15:0/24:5/15:0)","C57H100O6"
"TG(15:0/24:5/20:0)","C62H110O6"
"TG(15:0/26:0/18:3)","C62H114O6"
"TG(15:0/26:0/19:0)","C63H122O6"
"TG(15:0/26:0/20:3)","C64H118O6"
"TG(15:0/28:0/22:5)","C68H122O6"
"TG(15:0/28:0/24:5)","C70H126O6"
"TG(16:0/12:0/21:0)","C52H100O6"
"TG(16:0/13:0/20:5)","C52H90O6"
"TG(16:0/14:0/20:5)","C53H92O6"
"TG(16:0/15:0/20:5)","C54H94O6"
"TG(16:0/16:1/20:1)","C55H102O6"
"TG(16:0/16:1/26:0)","C61H116O6"
"TG(16:0/16:2/21:0)","C56H104O6"
"TG(16:0/18:2/20:0)","C57H106O6"
"TG(16:0/18:4/20:4)","C57H94O6"
"TG(16:0/19:0/16:1)","C54H102O6"
"TG(16:0/19:0/22:2)","C60H112O6"
"TG(16:0/19:0/24:0)","C62H120O6"
"TG(16:0/20:2/17:0)","C56H104O6"
"TG(16:0/20:2/26:0)","C65H122O6"
"TG(16:0/20:5/30:0)","C69H124O6"
"TG(16:0/21:0/24:1)","C64H122O6"
"TG(16:0/22:1/24:1)","C65H122O6"
"TG(16:0/22:2/20:1)","C61H112O6"
"TG(16:0/24:0/20:3)","C63H116O6"
"TG(16:0/24:0/26:0)","C69H134O6"
"TG(16:0/24:4/22:6)","C65H106O6"
"TG(16:0/26:0/20:3)","C65H120O6"
"TG(16:0/26:0/22:6)","C67H118O6"
"TG(16:0/26:1/20:5)","C65H114O6"
"TG(16:0/26:1/24:4)","C69H124O6"
"TG(16:0/28:0/30:0)","C77H150O6"
"TG(16:1/12:0/20:2)","C51H92O6"
"TG(16:1/14:1/18:2)","C51H90O6"
"TG(16:1/14:1/26:0)","C59H110O6"
"TG(16:1/14:1/26:1)","C59H108O6"
"TG(16:1/16:0/22:2)","C57H104O6"
"TG(16:1/18:0/24:0)","C61H116O6"
"TG(16:1/18:2/28:0)","C65H120O6"
"TG(16:1/20:0/18:2)","C57H104O6"
"TG(16:1/20:3/24:6)","C63H102O6"
"TG(16:1/21:0/24:6)","C64H110O6"
"TG(16:1/22:0/26:0)","C67H128O6"
"TG(16:1/22:2/26:1)","C67H122O6"
"TG(16:1/24:1/20:1)","C63H116O6"
"TG(16:1/24:6/30:0)","C73H128O6"
"TG(16:1/26:1/18:1)","C63H116O6"
"TG(16:2/12:0/20:0)","C51H94O6"
"TG(16:2/13:0/24:1)","C56H102O6"
"TG(16:2/14:0/18:0)","C51H94O6"
"TG(16:2/14:1/24:1)","C57H102O6"
"TG(16:2/16:0/19:0)","C54H100O6"
"TG(16:2/17:0/22:4)","C58H100O6"
"TG(16:2/18:0/20:2)","C57H102O6"
"TG(16:2/18:1/22:4)","C59H100O6"
"TG(16:2/18:2/24:1)","C61H108O6"
"TG(16:2/20:1/22:4)","C61H104O6"
"TG(16:2/20:2/17:0)","C56H100O6"
"TG(16:2/20:2/20:3)","C59H100O6"
"TG(16:2/20:2/22:1)","C61H108O6"
"TG(16:2/20:2/22:2)","C61H106O6"
"TG(16:2/20:3/20:2)","C59H100O6"
"TG(16:2/21:0/22:3)","C62H110O6"
"TG(16:2/22:0/17:0)","C58H108O6"
"TG(16:2/24:0/18:2)","C61H110O6"
"TG(16:2/24:0/30:0)","C73H138O6"
"TG(16:2/24:1/20:3)","C63H110O6"
"TG(16:2/24:5/18:3)","C61H98O6"
"TG(16:2/24:5/24:1)","C67H114O6"
"TG(16:2/24:6/22:3)","C65H104O6"
"TG(16:2/24:6/28:0)","C71H122O6"
"TG(16:2/26:0/24:5)","C69H120O6"
"TG(16:2/26:1/20:1)","C65H118O6"
"TG(16:2/26:1/20:5)","C65H110O6"
"TG(16:2/26:1/24:1)","C69H126O6"
"TG(16:2/26:1/24:4)","C69H120O6"
"TG(16:2/30:0/20:2)","C69H126O6"
"TG(17:0/13:0/18:3)","C51H92O6"
"TG(17:0/14:0/28:0)","C62H120O6"
"TG(17:0/14:1/20:3)","C54H96O6"
"TG(17:0/16:2/18:1)","C54H98O6"
"TG(17:0/18:0/18:3)","C56H102O6"
